Date,Monitor,Methylosmolene,Chlorodinine,AGOC-3A,Appluimonia,id
2016/4/19,8,14.2722412,12.31971595,9.92506674,14.1777009,170
2016/4/19,9,5.0241224,4.7470005,5.97857736,5.438631,171
2016/4/20,1,4.37821029,7.05759061,4.81170248,5.9924427,172
2016/4/20,2,8.21815901,10.0756526,7.6169545,9.2323234,173
2016/4/20,3,26.205998,33.318971,27.275459,33.644643,174
2016/4/20,4,7.5113339,7.8107858,8.1875763,5.96427024,175
2016/4/20,5,5.4302467,5.130795,4.10152201,5.9379591,176
2016/4/20,6,9.3310192,9.4826099,9.0359163,10.749677,177
2016/4/20,7,17.5368536,13.1683897,12.4680173,17.8328937,178
2016/4/20,8,10.9434694,11.705734,10.94221601,12.18567576,179
2016/4/20,9,5.9273032,6.0365444,5.4968209,5.5883885,180
2016/4/21,1,5.7794999,4.74496482,5.6748923,5.3641659,181
2016/4/21,2,8.7441329,10.48184798,10.90564441,7.5357478,182
2016/4/21,3,36.8071635,25.453059,36.450783,35.0942117,183
2016/4/21,4,8.4641373,7.9528311,7.0798605,6.9601709,184
2016/4/21,5,5.0890684,23.8219635,34.72555926,7.33985323,185
2016/4/21,6,40.4669973,15.310626,129.605024,10.048953,186
2016/4/21,7,12.945612,12.8365786,12.5111222,15.6707924,187
2016/4/21,8,10.22678546,11.2144281,8.73828891,10.9346764,188
2016/4/21,9,4.4128087,8.9826052,64.52390461,5.9761385,189
2016/4/22,1,4.6622382,5.7687642,6.0782116,4.8199718,190
2016/4/22,2,10.507239,7.24634808,9.5630573,7.9443952,191
2016/4/22,3,31.9835349,32.407661,29.006194,41.0846241,192
2016/4/22,4,6.751253,14.23463067,53.6641991,7.1460263,193
2016/4/22,5,5.1212717,10.0447723,27.01728645,6.69165344,194
2016/4/22,6,25.2399466,15.2248279,10.5011252,9.431503,195
2016/4/22,7,18.1408123,13.003625,9.93557301,12.8233287,196
2016/4/22,8,12.5051477,12.41517576,13.2864624,13.393644,197
2016/4/22,9,4.64044957,6.5154817,70.5551625,10.3308616,198
2016/4/23,1,5.6233724,6.53291586,6.3404691,5.76664211,199
2016/4/23,2,8.1539462,9.9211033,9.10313991,8.4258386,200
2016/4/23,3,34.699376,18.848866,42.67110309,28.2668593,201
2016/4/23,4,8.2473301,8.3797277,7.32480188,7.9984101,202
2016/4/23,5,7.1294317,5.30653692,5.79453563,4.85709433,203
2016/4/23,6,16.6811809,11.1692164,10.7454039,8.8565983,204
2016/4/23,7,10.3813803,13.2703382,11.0365735,17.5682332,205
2016/4/23,8,12.613168,11.92639992,10.104654,12.88873367,206
2016/4/23,9,6.0444046,4.60256579,6.5192305,5.6893788,207
2016/4/24,1,5.4979645,5.80474664,6.4599086,4.90996346,208
2016/4/24,2,6.90674381,7.8912731,9.0327465,9.2494461,209
2016/4/24,3,25.86886427,27.3389203,30.6378183,30.531871,210
2016/4/24,4,9.301032,8.6010408,7.727846,8.3698943,211
2016/4/24,5,5.3844211,6.36371666,5.4223551,5.4228355,212
2016/4/24,6,10.0345491,9.5021922,10.231674,8.9376189,213
2016/4/24,7,11.5302198,15.3948989,11.2736076,13.3167477,214
2016/4/24,8,13.8823357,11.5222748,9.6399736,9.31393242,215
2016/4/24,9,5.5357542,5.8027804,5.2198907,7.4729074,216
2016/4/25,1,5.47185087,6.3867083,5.81446656,6.4091288,217
2016/4/25,2,9.0217368,8.4281189,7.04650742,9.2508168,218
2016/4/25,3,33.7380162,28.390794,30.1842346,30.6089222,219
2016/4/25,4,9.793824,8.6298562,6.675937,7.3344407,220
2016/4/25,5,4.6409863,6.1105688,3.89183623,7.24736533,221
2016/4/25,6,124.9301648,41.888267,31.826458,9.9458461,222
2016/4/25,7,13.54167379,12.970296,11.7652074,9.5221538,223
2016/4/25,8,10.8484629,10.0956938,12.619372,11.82937947,224
2016/4/25,9,6.2317651,3.79939949,4.7184558,4.89292992,225
2016/4/26,1,6.1060119,6.2485412,5.360705,7.8588597,226
2016/4/26,2,9.0985987,8.9566101,6.5487921,9.00731835,227
2016/4/26,3,28.242891,22.236009,26.8793936,30.0174477,228
2016/4/26,4,8.2509586,9.6329406,8.2812212,7.6437301,229
2016/4/26,5,6.97702202,5.62439124,5.7825695,5.8392035,230
2016/4/26,6,10.1978784,24.2598588,9.4286192,15.2224241,231
2016/4/26,7,13.2095351,20.84032742,19.0704033,14.5850284,232
2016/4/26,8,8.475289,27.24345638,10.91325986,10.92599425,233
2016/4/26,9,5.73672768,6.0338104,5.4667646,5.18627441,234
2016/4/27,1,6.6429213,5.0278356,6.3709323,6.58643042,235
2016/4/27,2,8.821141,9.9234684,8.89397297,10.5784057,236
2016/4/27,3,30.9302984,28.0891647,32.554481,28.0528594,237
2016/4/27,4,9.3196222,8.3918176,9.1700429,8.1474925,238
2016/4/27,5,5.8574455,6.5858177,5.46970827,6.36372115,239
2016/4/27,6,10.8369582,38.6715251,10.2930551,10.0970598,240
2016/4/27,7,10.833179,16.8038641,15.3234709,14.197091,241
2016/4/27,8,10.6057191,11.2835265,9.67730292,11.8728165,242
2016/4/27,9,5.77441998,6.68313752,6.7492208,5.39610216,243
2016/4/28,1,5.1659922,6.0995533,4.14557246,5.27187788,244
2016/4/28,2,9.4539677,7.38675486,10.6245379,8.8723837,245
2016/4/28,3,32.5269097,31.887116,29.989362,22.3858288,246
2016/4/28,4,9.5585116,10.319901,9.193239,9.4646845,247
2016/4/28,5,5.3018394,7.22515969,6.3468821,5.7482851,248
2016/4/28,6,9.272652,15.3411796,11.594362,8.3635556,249
2016/4/28,7,13.1503013,13.3056364,15.698219,11.2749496,250
2016/4/28,8,10.99615303,9.3770654,9.0828115,7.1577129,251
2016/4/28,9,5.82968307,5.43637202,5.24913917,5.18867445,252
2016/4/29,1,4.34591254,6.5556095,5.35217911,5.7288535,253
2016/4/29,2,11.0341542,8.5251673,9.5746059,7.6459921,254
2016/4/29,3,40.57449,34.905837,33.567301,23.32966481,255
2016/4/29,4,8.8203168,7.5028814,8.29710992,8.4960457,256
2016/4/29,5,5.52212412,6.8785576,6.88712789,6.1709309,257
2016/4/29,6,9.42607158,13.0397094,9.820354,19.1561831,258
2016/4/29,7,15.4248022,12.111922,16.5263167,17.7172868,259
2016/4/29,8,10.166948,13.29440937,12.34364754,12.08840839,260
2016/4/29,9,6.25482839,6.8467162,6.7483345,4.64913535,261
2016/4/30,1,6.10407563,4.64357159,6.5309831,5.7325537,262
2016/4/30,2,9.9194363,8.9675906,8.2458399,9.1241198,263
2016/4/30,3,33.5525616,37.585718,28.2261743,27.639471,264
2016/4/30,4,8.2440141,11.458773,10.5113172,8.9899868,265
2016/4/30,5,5.7734082,6.5910177,4.79839918,7.0472336,266
2016/4/30,6,10.9736935,8.4196932,10.1083586,8.05029859,267
2016/4/30,7,14.6334403,19.5087176,9.4004579,12.5523745,268
2016/4/30,8,9.555451,11.5020347,8.69405414,11.17977813,269
2016/4/30,9,5.5186216,5.827871,4.0117644,5.0102843,270
