Date,Monitor,Methylosmolene,Chlorodinine,AGOC-3A,Appluimonia,id
2016/8/18,6,30.88152753,18.07068141,74.9436326,9.6670589,159
2016/8/18,7,11.9532895,15.8317505,17.7891508,11.74986045,160
2016/8/18,8,12.65581458,10.29819865,10.8315142,8.7276764,161
2016/8/18,9,5.5302821,5.6145995,41.07126983,6.005114,162
2016/8/19,1,5.4906351,5.9468123,5.3242319,5.1298775,163
2016/8/19,2,9.2312949,8.36584302,7.99647374,8.09186002,164
2016/8/19,3,35.11564,22.59756,25.6332691,40.150296,165
2016/8/19,4,26.884057,26.777046,26.611843,25.807928,166
2016/8/19,5,10.4498483,8.8545823,8.93132394,9.907911,167
2016/8/19,6,9.502445,13.3961169,9.6969835,9.401394,168
2016/8/19,7,13.0441821,15.2624564,19.4572989,10.9089378,169
2016/8/19,8,10.5567727,11.3313418,13.4321126,10.61047634,170
2016/8/19,9,6.5490751,4.17935714,6.14637344,6.1626824,171
2016/8/20,1,5.3715567,3.5839705,5.7233286,8.3716552,172
2016/8/20,2,51.0309498,16.8268326,29.8372559,8.26311866,173
2016/8/20,3,22.49609117,38.70784,89.962677,32.193717,174
2016/8/20,4,27.141862,26.879537,34.285577,27.784259,175
2016/8/20,5,9.4571987,10.41775511,18.3822749,12.5197213,176
2016/8/20,6,9.8270603,9.9856714,10.9796284,12.91564324,177
2016/8/20,7,22.7959373,12.97329891,15.632695,13.34532144,178
2016/8/20,8,11.3582907,10.2420608,10.0513382,13.1756322,179
2016/8/20,9,5.23938891,5.34719265,4.691551,5.6342446,180
2016/8/21,1,5.16444489,4.43791167,5.20705231,4.7489645,181
2016/8/21,2,8.7763543,7.1198807,7.8308313,7.799183,182
2016/8/21,3,28.837122,25.451742,32.8130984,30.47021,183
2016/8/21,4,18.330252,47.266938,174.747817,27.055685,184
2016/8/21,5,10.0330452,8.77951573,26.834311,10.41883316,185
2016/8/21,6,9.106607,9.8724882,10.941403,8.8789189,186
2016/8/21,7,13.25106194,14.391262,10.00953672,13.9445819,187
2016/8/21,8,11.52513049,12.7625724,9.5575298,10.713284,188
2016/8/21,9,5.1815568,4.8855604,5.7094341,19.3963959,189
2016/8/22,1,5.3370759,5.7436124,5.4426221,4.54359434,190
2016/8/22,2,11.4536271,10.301614,9.20387156,7.89305702,191
2016/8/22,3,30.780823,26.241533,29.055409,30.4350057,192
2016/8/22,4,25.046566,27.82512,26.572728,26.726631,193
2016/8/22,5,11.4739849,9.2630991,23.9694577,9.9499122,194
2016/8/22,6,9.5826783,26.480518,32.8744185,8.2972804,195
2016/8/22,7,8.3712787,15.82546895,13.15947592,15.50637866,196
2016/8/22,8,10.14510823,10.577209,10.8944502,9.64804645,197
2016/8/22,9,5.2269817,6.13553726,12.0208226,7.10289253,198
2016/8/23,1,5.81820342,5.94788546,5.1725719,5.9461234,199
2016/8/23,2,11.3026827,8.90447286,7.5127746,7.6847951,200
2016/8/23,3,34.676917,29.335334,35.8074808,27.242829,201
2016/8/23,4,27.92339,28.379618,28.000455,27.121722,202
2016/8/23,5,12.0011996,10.4348778,11.325734,10.69160287,203
2016/8/23,6,10.0410706,13.1488191,84.98594429,10.295109,204
2016/8/23,7,16.6650144,14.3444912,13.61918506,12.8887548,205
2016/8/23,8,11.2462165,10.4969364,9.2881027,11.83043231,206
2016/8/23,9,7.2903884,11.470582,10.6249747,11.61262498,207
2016/8/24,1,5.04290948,6.4463831,5.26194089,6.8962817,208
2016/8/24,2,7.9901699,8.54527335,9.6100001,6.64432831,209
2016/8/24,3,37.70151,39.9549064,23.1845057,23.699722,210
2016/8/24,4,26.926324,29.837482,27.066978,27.115712,211
2016/8/24,5,16.52448027,20.492419,23.8412633,9.02961147,212
2016/8/24,6,8.8725307,8.3090679,9.3302319,9.65655166,213
2016/8/24,7,13.298309,16.0080397,13.77177668,12.3349807,214
2016/8/24,8,11.9950139,10.94939531,11.40305208,10.5429271,215
2016/8/24,9,14.2588229,14.8697492,70.065997,14.374882,216
2016/8/25,1,5.34203197,7.0049048,5.07774543,5.6556484,217
2016/8/25,2,9.41204017,5.64332061,10.8392319,8.11707881,218
2016/8/25,3,31.5389049,28.3447284,23.152866,25.023321,219
2016/8/25,4,27.934823,28.13953,27.210457,27.327891,220
2016/8/25,5,14.4828818,13.60732604,64.7122595,9.17307661,221
2016/8/25,6,10.1123197,10.995281,9.0010717,8.7126726,222
2016/8/25,7,14.5950883,16.252724,9.7350335,17.4583313,223
2016/8/25,8,10.8454247,13.6738875,10.5327573,8.25997484,224
2016/8/25,9,12.86255,13.5158579,39.9950998,12.8081227,225
2016/8/26,1,5.6266733,6.11286772,4.5767428,5.59227625,226
2016/8/26,2,6.8430511,9.7191197,8.544609,8.7923361,227
2016/8/26,3,30.6148604,35.5053159,33.851118,36.841858,228
2016/8/26,4,27.341296,29.032642,27.580599,28.639401,229
2016/8/26,5,14.1980461,28.8510294,9.5722072,8.7247854,230
2016/8/26,6,9.751572,9.0414394,9.513959,8.4747311,231
2016/8/26,7,10.83164844,11.9486591,15.610735,17.6733265,232
2016/8/26,8,10.0639334,9.4500665,11.1270978,10.8867956,233
2016/8/26,9,15.1394119,15.212641,10.3513378,10.269976,234
2016/8/27,1,5.4531169,5.2568458,5.4025071,5.844638,235
2016/8/27,2,10.1140541,8.23450641,11.73370944,9.239234,236
2016/8/27,3,30.486654,31.579025,34.0932485,38.487914,237
2016/8/27,4,30.002754,26.696624,27.142924,26.851254,238
2016/8/27,5,10.0428927,8.20669505,9.794543,10.8794586,239
2016/8/27,6,9.6422227,29.723527,8.8493042,9.53379445,240
2016/8/27,7,13.0548743,14.2663503,11.37559179,15.1555923,241
2016/8/27,8,11.2618226,10.4060603,11.60222627,11.1048937,242
2016/8/27,9,12.7651732,9.516259,12.3118456,11.0046192,243
2016/8/28,1,6.301322,5.57057506,5.3783219,5.61201989,244
2016/8/28,2,7.78364968,8.5923166,6.6201937,9.27819297,245
2016/8/28,3,31.00407,26.865442,28.672095,31.7826056,246
2016/8/28,4,27.75791,31.78751,27.431951,26.638877,247
2016/8/28,5,9.8716049,9.1998299,10.1009246,10.3036629,248
2016/8/28,6,9.5874211,10.0185008,9.450041,9.26742,249
2016/8/28,7,16.2176804,12.8784032,19.555952,16.9668259,250
2016/8/28,8,14.13467695,11.27453748,10.7763836,13.67023945,251
2016/8/28,9,12.3714205,12.3034215,13.9198743,12.290956,252
2016/8/29,1,6.0781397,4.98998886,4.7611656,4.9666702,253
2016/8/29,2,6.30143764,8.7312986,8.4726016,7.9742134,254
2016/8/29,3,35.435136,36.347409,32.9845406,29.885434,255
2016/8/29,4,27.074599,25.452293,27.281753,28.313878,256
2016/8/29,5,11.3265606,9.608717,12.16679177,11.1613049,257
2016/8/29,6,9.6817348,18.9373846,9.4187567,9.2773031,258
2016/8/29,7,15.0180564,14.636176,12.9270464,14.2278581,259
2016/8/29,8,9.2946323,8.5583555,8.8291489,11.3692973,260
2016/8/29,9,11.9306447,13.2727174,13.1497453,12.56289,261
2016/8/30,1,5.1873237,5.6283658,5.15067245,4.3193875,262
2016/8/30,2,10.6936151,8.1755111,8.23075142,8.50083262,263
2016/8/30,3,29.3465397,25.2165693,29.6370249,27.1815294,264
2016/8/30,4,27.500669,27.653976,27.396456,29.270269,265
2016/8/30,5,9.9644352,9.97470657,11.4065951,9.49195061,266
2016/8/30,6,9.256218,7.4840748,10.1181867,8.7675374,267
2016/8/30,7,10.8037969,12.431596,15.86062094,11.0444833,268
2016/8/30,8,9.4439496,10.4601329,9.36697048,10.44375916,269
2016/8/30,9,10.3202832,9.7982127,12.1733475,9.4260973,270
2016/8/31,1,5.54950447,5.80814,6.0361759,5.5156785,271
2016/8/31,2,10.417872,6.9550727,6.6178828,8.7292326,272
2016/8/31,3,34.033174,29.3997612,34.692505,32.009378,273
2016/8/31,4,28.944272,30.114492,29.24598,29.514497,274
2016/8/31,5,11.01851031,12.1194025,9.3668182,11.4382078,275
2016/8/31,6,9.1279128,9.542727,9.7265732,11.7680273,276
2016/8/31,7,14.74972575,10.6242173,13.99126523,12.0758938,277
2016/8/31,8,11.7421639,11.2772955,9.83915393,12.06762067,278
2016/8/31,9,10.45319371,14.1051656,12.82247,9.2243851,279
